code,count,count_base,formalization_scope,share,source_scope
J2,26,included_rows,supplemental_formalization_v1,0.13,xhs_expansion_candidate_v1
J1,25,included_rows,supplemental_formalization_v1,0.125,xhs_expansion_candidate_v1
J4,24,included_rows,supplemental_formalization_v1,0.12,xhs_expansion_candidate_v1
J3,22,included_rows,supplemental_formalization_v1,0.11,xhs_expansion_candidate_v1
,165,included_rows,supplemental_formalization_v1,0.825,xhs_expansion_candidate_v1
